rollnumber,firstname,last name,dateof birth,gender,gpa,attendence
131239,Amery,T,1991-04-06,female,5,99
131242,Porter,U,1990-09-03,male,5,85
131243,Brady,V,1989-12-05,male ,5,53
131244,Denton,W,1990-10-05,female,3,17
131245,Yasir,X,1990-06-01,male,5,29
131247,Lucas,Y,1991-09-21,male ,3,90
131248,Geoffrey,Z,1989-05-18,female,3,46
131249,Hop,A,1989-03-02,male,3,96
131250,Louis,B,1991-05-31,male ,4,37
131251,Addison,C,1989-01-19,female,3,84
131253,Solomon,D,1991-01-15,male,3,18
131301,Beck,E,1991-09-02,male ,3,11
131304,Kirk,F,1989-06-19,female,5,80
131309,Yoshio,G,1991-05-25,male,5,27
131311,Asher,H,1990-03-29,male ,5,78
131312,Chaim,I,1991-01-09,female,5,28
131313,Tanek,J,1989-05-17,male,3,74
131314,Cairo,K,1991-07-09,male ,5,76
131318,Garrett,L,1989-06-05,female,4,60
131321,Kato,M,1991-01-13,male,3,44
131322,Kato,N,1990-09-28,male ,4,29
131323,Armando,O,1989-04-19,female,5,84
131326,Sylvester,P,1991-02-04,male,5,19
131327,Rajah,Q,1990-11-05,male ,4,23
131328,Gray,R,1991-06-07,female,3,48
131330,Dexter,S,1991-03-21,male,3,19
131332,Samuel,T,1990-07-02,male ,5,20
131333,Josiah,U,1989-04-16,female,4,30
131334,Colin,V,1990-01-15,male,5,30
131335,Colorado,W,1991-04-12,male ,4,52
131336,Burton,X,1990-05-30,female,4,25
131337,Barry,Y,1991-11-05,male,4,54
131338,Salvador,Z,1989-08-06,male ,5,23
131340,Randall,A,1990-12-25,female,4,44
131341,Rogan,B,1991-01-28,male,4,67
131342,Ashton,C,1990-03-15,male ,4,58
131343,Driscoll,D,1991-06-13,female,3,70
131344,Roth,E,1990-05-10,male,4,98
131345,Guy,F,1989-04-06,male ,3,17
131346,Ronan,G,1990-12-26,female,4,88
131348,Matthew,H,1989-08-26,male,4,48
131350,Vladimir,I,1989-10-11,male ,3,47
131352,Barry,J,1989-12-28,female,5,93
131353,Cullen,K,1990-07-29,male,3,83
131402,Uriah,L,1989-09-24,male ,5,35
131404,Quinn,M,1990-07-11,female,5,59
131405,Keefe,N,1990-01-13,male,3,19
131406,Alec,O,1989-09-04,male ,3,91
131407,Cadman,P,1991-11-29,female,4,75
131408,Ishmael,Q,1991-10-23,male,3,29
131409,Kennan,R,1990-10-18,male ,5,86
131410,Jacob,S,1991-11-25,female,3,74
131411,Francis,T,1989-03-05,male,4,17
131413,Chaim,U,1990-09-17,male ,5,83
131415,Emerson,V,1991-09-18,female,3,68
131417,Brett,W,1990-09-08,male,4,94
131418,Quamar,X,1989-04-02,male ,5,72
131419,Uriel,Y,1990-09-29,female,4,88
131421,Keaton,Z,1991-09-21,male,5,68
131422,Myles,A,1991-07-22,male ,3,40
131423,Jasper,B,1990-08-14,female,5,52
131425,Isaiah,C,1989-02-21,male,4,86
131426,Grady,D,1991-05-18,male ,3,80
131427,Chase,E,1989-03-09,female,5,68
131428,Chaim,F,1989-01-18,male,5,60
131429,Ali,G,1989-03-01,male ,4,37
131432,Anthony,H,1991-03-17,female,3,43
131433,Dean,I,1990-10-28,male,5,85
131435,Malik,J,1989-07-18,male ,4,99
131437,Quentin,K,1989-07-09,female,4,16
131438,Ahmed,L,1991-01-02,male,5,80
131441,Benedict,M,1990-02-04,male ,3,47
131443,Norman,N,1990-01-25,female,4,65
131445,Damon,O,1990-09-08,male,3,85
131447,Edward,P,1989-08-09,male ,5,95
131448,Cyrus,Q,1991-06-29,female,4,46
131449,Cameron,R,1991-05-01,male,3,24
131451,Garrett,S,1989-10-15,male ,4,92
131452,Jackson,T,1990-07-13,female,4,61
132108,Brennan,U,1990-06-04,male,3,70
132218,Damian,V,1989-06-23,male ,5,67
132241,Declan,W,1989-07-31,female,4,78
132302,Eagan,X,1991-08-12,male,4,21
132305,Brenden,Y,1989-09-18,male ,4,80
132324,Mohammad,Z,1990-05-14,female,5,23
132329,Jameson,A,1990-12-20,male,5,62
132339,Preston,B,1989-06-19,male ,4,54
132401,Owen,C,1989-03-16,female,4,63
132412,Jamal,D,1989-02-01,male,5,33
132414,Graiden,E,1990-12-05,male ,5,95
132416,Charles,F,1990-02-16,female,4,62
132431,Holmes,G,1990-02-08,male,4,37
133111,Harper,H,1991-02-18,male ,3,65
133122,Tyler,I,1991-11-29,female,4,90
133129,Hammett,J,1990-05-28,male,3,60
133139,Macon,K,1989-11-15,male ,5,55
133140,Davis,L,1989-09-01,female,3,10
133142,Allen,M,1989-04-22,male,3,96
133144,Allistair,N,1990-01-15,male ,4,69
133149,Francis,O,1989-05-15,female,4,99
133150,Boris,P,1990-02-18,male,3,76
133151,Derek,Q,1990-07-25,male ,5,63
133152,Drew,R,1990-07-21,female,3,59
133202,Carter,S,1989-01-23,male,5,61
133211,Abbot,T,1990-11-18,male ,4,75
133216,Giacomo,U,1991-01-30,female,4,13
133219,Eaton,V,1989-07-12,male,4,18
133224,Xenos,W,1990-04-23,male ,5,14
133233,Wesley,X,1990-09-11,female,5,28
133236,Hasad,Y,1990-07-15,male,3,89
133240,Amos,Z,1991-01-23,male ,4,28
133246,Grady,A,1990-10-22,female,5,29
133252,Jelani,B,1989-02-26,male,5,70
133303,Hakeem,C,1989-12-11,male ,4,40
133306,Thane,D,1989-03-08,female,4,65
133307,Laith,E,1989-02-24,male,4,64
133308,Samuel,F,1990-06-23,male ,4,32
133310,Howard,G,1990-02-19,female,5,99
133315,Hasad,H,1991-01-27,male,3,94
133316,Lucius,I,1989-03-19,male ,4,84
133317,Dante,J,1990-03-07,female,3,95
133319,Isaiah,K,1989-10-26,male,4,33
133320,Xander,L,1990-09-12,male ,5,86
133325,Myles,M,1990-12-26,female,3,57
133331,Ethan,N,1991-09-12,male,4,57
133347,Dillon,O,1990-01-13,male ,5,87
133349,Reese,P,1991-09-24,female,5,28
133351,Solomon,Q,1989-09-07,male,4,43
133403,Kane,R,1989-05-13,male ,3,79
133420,Audrey,S,1989-02-17,female,3,92
133424,Jade,T,1991-11-10,male,5,34
133430,Uta,U,1991-01-11,male ,3,49
133434,Unity,V,1990-02-10,female,3,64
133436,Nola,W,1990-08-27,male,3,57
133439,Odessa,X,1990-11-22,male ,3,37
133440,Zorita,Y,1990-06-26,female,5,64
133442,Donna,Z,1991-05-15,male,5,69
133444,Ariana,A,1991-04-14,male ,5,15
133446,Halla,B,1991-10-17,female,4,52
133450,Wynter,C,1991-09-09,male,3,64
11101,Rebecca,D,1991-11-05,male ,3,33
11102,Hadley,E,1990-09-23,female,3,49
11103,Cameran,F,1991-09-16,male,4,46
11104,Blaine,G,1990-12-19,male ,5,55
11105,Kitra,H,1991-08-04,female,4,88
11106,Yeo,I,1991-07-28,male,5,23
11107,Cora,J,1991-11-17,male ,4,56
11108,Hadley,K,1989-10-03,female,5,31
11109,Audra,L,1991-11-11,male,5,84
11110,Whoopi,M,1990-08-27,male ,3,90
11111,Brielle,N,1991-10-08,female,5,92
11112,Indira,O,1990-05-08,male,5,42
11113,Charlotte,P,1989-09-01,male ,3,13
11114,Tallulah,Q,1991-04-22,female,5,80
11115,Piper,R,1991-12-13,male,4,54
11116,Eve,S,1989-04-07,male ,4,25
11117,Kaden,T,1991-07-25,female,3,70
11118,Savannah,U,1991-05-11,male,3,99
11120,Cailin,V,1989-05-09,male ,5,67
11121,Zephr,W,1991-06-14,female,5,90
11122,Rhonda,X,1989-06-02,male,4,76
11123,Maxine,Y,1989-07-12,male ,3,37
11124,Myra,Z,1989-04-04,female,3,11
11125,Sacha,A,1991-04-03,male,5,100
11126,Scarlet,B,1990-09-08,male ,5,48
11127,Deborah,C,1991-07-10,female,3,85
11128,Courtney,D,1991-04-05,male,4,32
11129,Blaine,E,1989-08-18,male ,4,70
11130,Gillian,F,1991-07-11,female,3,64
11131,Dana,G,1990-06-04,male,3,55
11132,Brielle,H,1991-07-31,male ,5,74
11133,Deirdre,I,1989-07-07,female,3,87
11134,April,J,1990-08-12,male,5,31
11135,Adria,K,1991-07-03,male ,4,64
11136,Naomi,L,1989-08-11,female,5,37
11137,Ria,M,1991-06-23,male,5,14
11138,Shea,N,1990-07-12,male ,5,91
11139,Rhoda,O,1991-01-24,female,3,88
11140,Stella,P,1989-11-18,male,4,38
11141,Jena,Q,1989-12-18,male ,5,95
11142,Tatum,R,1991-01-07,female,4,32
11143,Miriam,S,1991-11-07,male,4,13
11145,Sophia,T,1990-09-28,male ,4,92
11146,Simone,U,1989-04-09,female,5,79
11147,Mia,V,1989-02-13,male,5,18
11148,Rinah,W,1991-01-10,male ,4,46
11149,Judith,X,1990-03-15,female,4,82
11150,Lilah,Y,1989-10-22,male,3,17
11151,Maisie,Z,1991-02-05,male ,5,81
11152,Dana,A,1989-11-09,female,4,74
11153,Karyn,B,1990-03-10,male,5,96
11154,Molly,C,1990-11-17,male ,3,21
11155,Helen,D,1990-04-30,female,5,57
11156,Kelsey,E,1989-03-16,male,4,80
11157,Illana,F,1989-12-05,male ,4,96
11158,Clementine,G,1989-05-22,female,3,75
11159,Xantha,H,1989-11-11,male,4,39
11160,Vielka,I,1989-08-19,male ,3,67
11161,Cassandra,J,1990-12-07,female,3,70
11162,Martha,K,1989-07-04,male,3,85
11163,Hayley,L,1991-07-23,male ,5,33
11165,Alexis,M,1989-09-02,female,5,26
11166,Alyssa,N,1989-06-01,male,4,10
11167,Maggy,O,1989-10-12,male ,3,13
11168,Amy,P,1990-08-02,female,4,14
11169,Shaeleigh,Q,1990-09-11,male,4,72
11170,Zena,R,1990-11-29,male ,5,95
11171,Lana,S,1989-12-19,female,3,65
11172,Olympia,T,1989-07-31,male,5,85
11201,Genevieve,U,1990-04-08,male ,4,94
11202,Vivien,V,1989-12-13,female,4,14
11203,Stacey,W,1990-07-23,male,4,93
11204,Nola,X,1990-10-19,male ,4,63
11205,Lacy,Y,1990-09-21,female,3,18
11206,Justine,Z,1991-06-27,male,4,90
11207,Tanya,A,1991-08-24,male ,3,50
11208,Azalia,B,1991-09-27,female,5,97
11210,Astra,C,1990-11-28,male,3,79
11211,Tamara,D,1989-02-24,male ,4,31
11213,Kristen,E,1991-08-19,female,5,63
11214,Amy,F,1991-07-20,male,5,82
11215,Urielle,G,1989-09-07,male ,4,83
11216,Lunea,H,1991-05-01,female,4,68
11217,Bo,I,1990-09-02,male,3,53
11218,Mercedes,J,1990-10-22,male ,3,15
11219,Dominique,K,1991-05-01,female,4,69
11220,Joy,L,1989-02-08,male,5,11
11221,Mollie,M,1991-02-22,male ,5,15
11222,Tatiana,N,1990-12-05,female,3,65
11223,Dorothy,O,1991-10-10,male,4,70
11224,Sierra,P,1990-03-02,male ,3,60
11225,Dacey,Q,1989-05-11,female,5,42
11226,Lunea,R,1990-11-29,male,4,84
11227,Tatiana,S,1990-12-02,male ,3,66
11228,Amena,T,1990-04-16,female,5,94
11229,Madison,U,1990-01-02,male,3,43
11230,Phoebe,V,1989-11-14,male ,4,51
11231,Skyler,W,1989-10-15,female,4,45
11232,Jescie,X,1989-03-10,male,4,17
11233,Tallulah,Y,1989-07-09,male ,3,89
11234,Sigourney,Z,1991-08-11,female,4,44
11235,Amena,A,1989-11-27,male,5,70
11237,Remedios,B,1989-04-12,male ,5,73
11238,Sydney,C,1990-05-25,female,3,19
11239,Teagan,D,1991-02-25,male,5,34
11240,Yvette,E,1991-06-18,male ,4,72
11241,Unity,F,1990-03-06,female,5,93
11242,Mira,G,1990-12-01,male,4,46
11243,Vera,H,1991-08-29,male ,5,50
11244,Brenna,I,1991-06-13,female,3,56
11245,Sloane,J,1991-07-01,male,3,25
11246,Charity,K,1990-07-08,male ,4,29
11247,Kylee,L,1990-12-07,female,5,98
11248,Avye,M,1991-07-21,male,4,94
11250,Marcia,N,1991-09-10,male ,5,100
11251,Zelenia,O,1990-02-04,female,4,13
11252,Phoebe,P,1989-10-02,male,4,72
11253,Shay,Q,1989-10-31,male ,5,27
11255,Shaeleigh,R,1989-07-07,female,3,45
11258,Idona,S,1989-04-15,male,5,15
11259,Neve,T,1990-03-13,male ,3,10
11304,Ciara,U,1990-10-09,female,5,52
11305,Laurel,V,1989-07-02,male,4,38
11307,Ignacia,W,1989-08-24,male ,5,96
11308,Aphrodite,X,1991-02-28,female,3,15
11309,Gay,Y,1989-10-22,male,4,70
11303,Ruth,Z,1989-08-19,male ,3,37
11310,Indira,A,1991-06-16,female,4,18
11311,Rinah,B,1990-11-14,male,3,72
10133,Eve,C,1991-06-04,male ,5,33
10339,Nicole,D,1991-05-30,female,5,50
11312,Freya,E,1991-06-20,male,3,22
11302,Cara,F,1991-09-11,male ,3,48
11306,Rana,G,1991-09-09,female,3,41
11249,Anika,H,1989-11-08,male,3,32
11254,Avye,I,1991-05-05,male ,5,37
11301,Robin,J,1990-10-29,female,5,85
11119,Astra,K,1991-09-12,male,5,26
11144,Freya,L,1989-07-26,male ,3,62
11260,Sacha,M,1991-01-24,female,3,96
11313,Madonna,N,1991-02-25,male,4,44
11314,Noelle,O,1990-10-20,male ,5,71
11315,Kay,P,1991-05-02,female,5,52
11164,Pearl,Q,1991-02-04,male,5,67
11173,Genevieve,R,1991-11-03,male ,4,18
11209,Madonna,S,1991-03-20,female,5,90
9101,Eden,T,1990-07-18,male,5,96
9102,Anne,U,1991-06-21,male ,5,31
9103,Rana,V,1991-12-14,female,3,60
9104,Calista,W,1989-06-10,male,4,61
9105,Yoko,X,1989-03-06,male ,3,90
9106,Summer,Y,1989-01-15,female,3,58
9107,Karen,Z,1991-10-22,male,4,31
9108,Giselle,A,1989-11-28,male ,5,49
9109,Reagan,B,1991-03-04,female,5,80
9110,Naida,C,1991-01-15,male,4,27
9111,Jordan,D,1991-05-29,male ,3,32
9112,Medge,E,1990-04-23,female,5,96
9113,Celeste,F,1991-01-20,male,4,99
9114,Melissa,G,1990-04-15,male ,3,76
9115,Madeline,H,1989-09-29,female,4,28
9116,Jena,I,1989-08-05,male,4,46
9117,Lee,J,1991-08-26,male ,5,57
9118,Cora,K,1990-09-14,female,5,53
9119,Scarlett,L,1991-12-12,male,5,40
9120,Phyllis,M,1991-09-07,male ,5,66
9121,Alma,N,1991-08-24,female,5,37
9122,Brielle,O,1991-02-01,male,5,14
9123,Melinda,P,1991-05-01,male ,3,57
9124,Petra,Q,1991-11-01,female,4,58
9125,Shelly,R,1991-10-08,male,4,47
9127,Kylynn,S,1989-02-07,male ,5,93
9128,Zia,T,1991-03-01,female,5,22
9129,Lee,U,1990-10-14,male,5,18
9130,Patience,V,1989-01-22,male ,4,14
9131,Dakota,W,1990-07-12,female,3,51
9132,Lisandra,X,1989-04-13,male,5,67
9133,Shay,Y,1989-12-05,male ,4,65
9134,Sigourney,Z,1989-05-11,female,3,61
9135,Zenia,A,1990-07-07,male,5,33
9136,Galena,B,1989-06-29,male ,3,86
9137,Margaret,C,1989-02-01,female,5,84
9138,Nerea,D,1991-08-04,male,5,38
9139,Tanya,E,1990-08-23,male ,5,63
9140,Kendall,F,1991-08-31,female,4,76
9141,Rose,G,1991-10-06,male,3,100
9142,Erin,H,1989-07-27,male ,3,26
9143,Violet,I,1990-09-16,female,4,80
9144,Halee,J,1991-08-30,male,3,15
9145,Grace,K,1991-09-17,male ,3,37
9146,Cecilia,L,1990-10-15,female,4,10
9147,Blythe,M,1991-01-27,male,3,47
9148,Charde,N,1990-11-21,male ,3,32
9149,Hayfa,O,1991-09-07,female,4,95
9150,Imani,P,1990-01-04,male,3,51
9151,Cassady,Q,1991-06-17,male ,3,62
9152,Kerry,R,1990-11-17,female,3,63
9153,Brynne,S,1991-06-13,male,3,21
9154,Kelsey,T,1989-09-12,male ,4,62
9155,Tara,U,1991-10-12,female,3,90
9156,Lynn,V,1989-08-03,male,3,82
9157,Alana,W,1991-07-04,male ,3,84
9158,Sonia,X,1989-02-01,female,3,21
9159,Tanya,Y,1990-11-25,male,3,64
9160,Idona,Z,1991-02-25,male ,3,68
9161,Deirdre,A,1990-11-13,female,5,87
9201,Naomi,B,1991-09-02,male,3,42
9202,Deirdre,C,1990-09-29,male ,5,29
9203,Regina,D,1989-09-17,female,3,82
9204,Nomlanga,E,1989-03-13,male,5,80
9205,Zelda,F,1989-10-06,male ,5,33
9206,Ursa,G,1991-03-04,female,3,82
9207,Kiayada,H,1990-02-26,male,4,18
9208,Nicole,I,1991-08-21,male ,3,69
9209,Xaviera,J,1989-01-21,female,5,76
9210,Zelenia,K,1990-09-01,male,4,43
9211,Phoebe,L,1991-03-19,male ,3,11
9212,Shay,M,1991-10-03,female,4,27
9213,Shaeleigh,N,1990-01-17,male,4,47
9214,Idona,O,1989-04-12,male ,3,99
9215,Neve,P,1990-01-31,female,4,99
9216,Ciara,Q,1990-12-25,male,4,30
9217,Laurel,R,1991-01-22,male ,3,72
9218,Ignacia,S,1991-02-25,female,3,89
9219,Aphrodite,T,1990-03-26,male,4,70
9221,Gay,U,1990-04-02,male ,5,69
9222,Ruth,V,1989-06-17,female,4,87
9223,Indira,W,1991-07-28,male,4,57
9224,Rinah,X,1991-11-14,male ,3,14
9225,Eve,Y,1990-02-26,female,3,29
9226,Nicole,Z,1989-02-19,male,5,51
9227,Freya,A,1991-03-07,male ,3,67
9228,Cara,B,1991-02-24,female,5,95
9229,Rana,C,1991-09-18,male,3,33
9230,Anika,D,1989-05-15,male ,3,67
9231,Avye,E,1989-01-17,female,3,34
9232,Robin,F,1991-03-04,male,5,22
9233,Astra,G,1989-12-17,male ,4,33
9234,Freya,H,1991-11-12,female,3,80
9235,Sacha,I,1990-06-04,male,4,48
9236,Madonna,J,1989-03-18,male ,3,74
9237,Noelle,K,1989-08-14,female,5,52
9238,Kay,L,1991-01-26,male,5,74
9239,Pearl,M,1990-04-26,male ,4,15
9240,Genevieve,N,1989-07-04,female,3,71
9241,Madonna,O,1991-01-29,male,3,57
9242,Eden,P,1990-09-28,male ,3,87
9243,Anne,Q,1991-07-23,female,5,18
9244,Rana,R,1989-03-21,male,5,86
9245,Calista,S,1991-12-07,male ,3,40
9246,Yoko,T,1991-07-10,female,4,67
9247,Summer,U,1989-08-07,male,5,55
9248,Karen,V,1991-08-31,male ,5,16
9249,Giselle,W,1990-01-16,female,4,59
9250,Reagan,X,1989-02-28,male,3,98
9251,Naida,Y,1991-09-04,male ,4,33
9252,Jordan,Z,1990-08-09,female,3,96
9253,Medge,A,1991-11-08,male,5,94
9254,Celeste,B,1991-06-21,male ,3,45
9255,Melissa,C,1989-07-09,female,5,78
9256,Madeline,D,1991-07-10,male,3,35
9257,Jena,E,1991-04-05,male ,4,11
9258,Lee,F,1990-01-01,female,5,61
9259,Cora,G,1989-03-08,male,5,18
9261,Scarlett,H,1989-06-22,male ,4,24
9262,Phyllis,I,1990-06-04,female,3,43
9021,Alma,J,1989-02-06,male,5,26
8941,Brielle,K,1991-11-02,male ,4,73
8821,Melinda,L,1990-04-22,female,4,24
8701,Petra,M,1991-01-17,male,4,69
8581,Shelly,N,1989-05-19,male ,5,87
8461,Kylynn,O,1991-08-21,female,4,49
8341,Zia,P,1991-07-16,male,5,53
8221,Lee,Q,1991-06-14,male ,4,17
8101,Patience,R,1991-05-05,female,3,40
7981,Dakota,S,1989-06-12,male,4,65
7861,Lisandra,T,1990-04-10,male ,3,11
7741,Shay,U,1991-01-16,female,3,41
7621,Sigourney,V,1989-11-17,male,3,38
7501,Zenia,W,1991-04-29,male ,4,61
7381,Galena,X,1991-11-04,female,5,29
7261,Margaret,Y,1990-10-02,male,3,32
7141,Nerea,Z,1990-08-05,male ,5,50
121101,Tanya,A,1990-01-05,female,5,64
121102,Kendall,B,1990-06-13,male,4,85
121104,Rose,C,1990-11-26,male ,4,59
121106,Erin,D,1991-10-31,female,5,82
121107,Violet,E,1990-08-22,male,4,73
121108,Halee,F,1990-05-11,male ,4,33
121109,Grace,G,1986-11-13,female,3,70
121111,Cecilia,H,1988-07-14,male,5,80
121112,Blythe,I,1989-10-04,male ,3,97
121113,Charde,J,1988-01-15,female,5,73
121114,Hayfa,K,1986-08-26,male,5,60
121115,Imani,L,1989-07-25,male ,5,52
121116,Cassady,M,1987-05-09,female,5,65
121117,Kerry,N,1988-01-15,male,3,88
121118,Brynne,O,1987-10-03,male ,4,82
121121,Kelsey,P,1989-11-04,female,5,28
121122,Tara,Q,1989-05-09,male,5,92
121123,Lynn,R,1989-04-03,male ,5,55
121124,Alana,S,1988-05-01,female,5,94
121125,Sonia,T,1986-03-10,male,4,35
121126,Tanya,U,1985-08-05,male ,5,47
121127,Idona,V,1985-12-24,female,5,37
121128,Deirdre,W,1986-08-26,male,3,54
121129,Naomi,X,1985-09-04,male ,4,73
121130,Deirdre,Y,1985-05-09,female,3,40
121131,Regina,Z,1988-03-26,male,3,81
121132,Nomlanga,A,1986-07-01,male ,4,59
121133,Zelda,B,1989-06-11,female,5,34
121134,Ursa,C,1989-05-23,male,5,72
121136,Kiayada,D,1988-04-11,male ,5,91
121137,Nicole,E,1986-12-02,female,5,90
121138,Xaviera,F,1985-12-17,male,3,29
121139,Zelenia,G,1989-07-08,male ,3,71
121140,Phoebe,H,1989-06-22,female,4,26
121141,Shay,I,1986-12-15,male,5,91
121145,Shaeleigh,J,1985-08-02,male ,3,62
121146,Idona,K,1987-07-17,female,4,19
121149,Neve,L,1989-03-24,male,4,26
121150,Ciara,M,1986-03-22,male ,3,94
121151,Laurel,N,1985-10-17,female,3,43
121152,Ignacia,O,1985-11-02,male,4,72
121155,Aphrodite,P,1985-12-04,male ,3,46
121159,Gay,Q,1987-08-30,female,4,29
121203,Ruth,R,1985-02-11,male,5,32
121207,Indira,S,1989-10-18,male ,3,46
121208,Rinah,T,1988-04-04,female,5,38
121209,Eve,U,1986-12-09,male,4,76
121210,Nicole,V,1986-05-25,male ,4,47
121211,Freya,W,1987-07-24,female,3,96
121212,Cara,X,1985-12-14,male,3,14
121213,Rana,Y,1988-06-01,male ,4,81
121215,Anika,Z,1989-07-04,female,4,49
121216,Avye,A,1985-06-08,male,3,64
121217,Robin,B,1986-01-23,male ,3,94
121218,Astra,C,1989-11-20,female,5,81
121219,Freya,D,1989-08-04,male,4,34
121221,Sacha,E,1987-03-06,male ,5,55
121222,Madonna,F,1985-11-13,female,4,15
121223,Noelle,G,1985-07-23,male,4,16
121225,Kay,H,1985-01-24,male ,4,77
121226,Pearl,I,1986-10-13,female,5,87
121228,Genevieve,J,1985-08-26,male,3,91
121229,Madonna,K,1986-07-23,male ,4,80
121231,Eden,L,1989-02-26,female,5,11
121232,Anne,M,1987-09-26,male,5,76
121234,Rana,N,1985-12-21,male ,4,20
121236,Calista,O,1989-06-07,female,4,22
121237,Yoko,P,1987-12-14,male,3,81
121238,Summer,Q,1985-06-16,male ,4,25
121240,Karen,R,1987-06-23,female,3,14
121241,Giselle,S,1985-03-16,male,5,35
121245,Reagan,T,1985-12-23,male ,5,97
121242,Naida,U,1986-02-28,female,5,80
121246,Jordan,V,1987-11-25,male,4,43
121247,Medge,W,1989-04-01,male ,4,23
121249,Celeste,X,1985-02-12,female,3,81
121250,Melissa,Y,1987-03-27,male,3,47
121251,Madeline,Z,1986-10-03,male ,4,43
121252,Jena,A,1989-08-07,female,5,54
121253,Lee,B,1987-08-23,male,3,54
121301,Cora,C,1985-07-20,male ,3,96
121303,Scarlett,D,1988-06-09,female,5,32
121304,Phyllis,E,1987-06-29,male,4,22
121305,Alma,F,1985-12-02,male ,4,22
121306,Brielle,G,1986-03-08,female,4,93
121307,Melinda,H,1985-06-06,male,3,40
121308,Petra,I,1987-08-25,male ,5,58
121312,Shelly,J,1988-10-19,female,5,20
121314,Kylynn,K,1987-12-12,male,4,33
121315,Zia,L,1989-11-20,male ,5,65
121316,Lee,M,1986-08-23,female,5,91
121317,Patience,N,1985-02-09,male,5,31
121318,Dakota,O,1989-12-07,male ,5,84
121319,Lisandra,P,1987-09-18,female,3,28
121320,Shay,Q,1988-06-07,male,3,29
121321,Sigourney,R,1986-05-13,male ,4,27
121322,Zenia,S,1985-07-15,female,4,85
121323,Galena,T,1985-06-07,male,4,39
121324,Margaret,U,1987-02-18,male ,4,52
121325,Nerea,V,1987-12-20,female,4,51
121326,Tanya,W,1987-01-16,male,4,89
121327,Kendall,X,1989-08-25,male ,4,76
121328,Rose,Y,1987-05-05,female,3,13
121329,Erin,Z,1988-07-10,male,5,14
121330,Violet,A,1988-02-04,male ,4,94
121331,Halee,B,1987-10-19,female,5,93
121332,Grace,C,1986-10-09,male,3,30
